posteam,season,week,first_down_success_rate,second_down_success_rate,early_down_success_rate
ARI,2024,7,0.5357142857142857,0.7058823529411765,0.6
ARI,2024,8,0.5357142857142857,0.6190476190476191,0.5714285714285714
ARI,2024,9,0.8076923076923077,0.4117647058823529,0.6511627906976745
ARI,2024,10,0.4642857142857143,0.8,0.6041666666666666
ARI,2024,12,0.5384615384615384,0.47058823529411764,0.5116279069767442
ARI,2024,13,0.5151515151515151,0.6206896551724138,0.5645161290322581
ARI,2024,14,0.5666666666666667,0.42105263157894735,0.5102040816326531
ARI,2024,15,0.6153846153846154,0.5909090909090909,0.6041666666666666
ARI,2024,16,0.5172413793103449,0.5238095238095238,0.52
ARI,2024,17,0.5,0.68,0.576271186440678
ARI,2024,18,0.6451612903225806,0.5555555555555556,0.6122448979591837
ARI,2025,1,0.28,0.5217391304347826,0.3958333333333333
ARI,2025,2,0.47619047619047616,0.5625,0.5135135135135135
ARI,2025,3,0.44,0.5454545454545454,0.48936170212765956
ARI,2025,4,0.4444444444444444,0.3333333333333333,0.3958333333333333
ARI,2025,5,0.38461538461538464,0.6818181818181818,0.5208333333333334
ARI,2025,6,0.48484848484848486,0.5454545454545454,0.509090909090909
ARI,2025,7,0.41379310344827586,0.48,0.4444444444444444
ATL,2022,1,0.7142857142857143,0.5909090909090909,0.6666666666666666
ATL,2022,2,0.5,0.55,0.5227272727272727
ATL,2022,3,0.6071428571428571,0.5882352941176471,0.6
ATL,2022,4,0.6666666666666666,0.5263157894736842,0.6046511627906976
ATL,2022,5,0.36,0.42857142857142855,0.391304347826087
ATL,2022,6,0.45454545454545453,0.75,0.5952380952380952
ATL,2022,7,0.47368421052631576,0.4375,0.45714285714285713
ATL,2022,8,0.5483870967741935,0.5217391304347826,0.5370370370370371
ATL,2022,9,0.7692307692307693,0.6521739130434783,0.7142857142857143
ATL,2022,10,0.5,0.42105263157894735,0.46808510638297873
ATL,2022,11,0.6521739130434783,0.7058823529411765,0.675
ATL,2022,12,0.4583333333333333,0.7,0.5681818181818182
ATL,2022,13,0.64,0.6470588235294118,0.6428571428571429
ATL,2022,15,0.6071428571428571,0.5,0.5576923076923077
ATL,2022,16,0.46153846153846156,0.4583333333333333,0.46
ATL,2022,17,0.3333333333333333,0.65,0.46808510638297873
ATL,2022,18,0.4827586206896552,0.45,0.46938775510204084
ATL,2023,1,0.4090909090909091,0.4666666666666667,0.43243243243243246
ATL,2023,2,0.5588235294117647,0.5416666666666666,0.5517241379310345
ATL,2023,3,0.3333333333333333,0.391304347826087,0.36
ATL,2023,4,0.46153846153846156,0.4444444444444444,0.45454545454545453
ATL,2023,5,0.5142857142857142,0.625,0.559322033898305
ATL,2023,6,0.4411764705882353,0.5384615384615384,0.48333333333333334
ATL,2023,7,0.41379310344827586,0.5714285714285714,0.48
ATL,2023,8,0.5925925925925926,0.38095238095238093,0.5
ATL,2023,9,0.4642857142857143,0.25,0.375
ATL,2023,10,0.38461538461538464,0.4090909090909091,0.3958333333333333
ATL,2023,12,0.6,0.7272727272727273,0.6538461538461539
ATL,2023,13,0.3076923076923077,0.5217391304347826,0.40816326530612246
ATL,2023,14,0.5,0.5416666666666666,0.5185185185185185
ATL,2023,15,0.3684210526315789,0.4117647058823529,0.3888888888888889
ATL,2023,16,0.6551724137931034,0.7,0.673469387755102
ATL,2023,17,0.52,0.3,0.4222222222222222
ATL,2023,18,0.52,0.6521739130434783,0.5833333333333334
ATL,2024,1,0.7083333333333334,0.4,0.5897435897435898
ATL,2024,2,0.6538461538461539,0.5789473684210527,0.6222222222222222
ATL,2024,3,0.4583333333333333,0.5263157894736842,0.4883720930232558
ATL,2024,4,0.4782608695652174,0.35294117647058826,0.425
ATL,2024,5,0.4117647058823529,0.6428571428571429,0.5161290322580645
ATL,2024,6,0.6451612903225806,0.6363636363636364,0.6415094339622641
ATL,2024,7,0.6,0.5652173913043478,0.5849056603773585
ATL,2024,8,0.4444444444444444,0.631578947368421,0.5217391304347826
ATL,2024,9,0.6956521739130435,0.4375,0.5897435897435898
ATL,2024,10,0.6666666666666666,0.5,0.5964912280701754
ATL,2024,11,0.42857142857142855,0.42105263157894735,0.425
ATL,2024,13,0.5757575757575758,0.6538461538461539,0.6101694915254238
ATL,2024,14,0.5151515151515151,0.6666666666666666,0.5740740740740741
ATL,2024,15,0.4166666666666667,0.35,0.38636363636363635
ATL,2024,16,0.42857142857142855,0.6190476190476191,0.5102040816326531
ATL,2024,17,0.6071428571428571,0.55,0.5833333333333334
ATL,2024,18,0.6285714285714286,0.72,0.6666666666666666
ATL,2025,1,0.5666666666666667,0.38095238095238093,0.49019607843137253
ATL,2025,2,0.6666666666666666,0.6,0.6382978723404256
ATL,2025,3,0.4074074074074074,0.6086956521739131,0.5
ATL,2025,4,0.4482758620689655,0.65,0.5306122448979592
ATL,2025,6,0.5517241379310345,0.4782608695652174,0.5192307692307693
ATL,2025,7,0.3333333333333333,0.65,0.46808510638297873
ATL,2025,8,0.42105263157894735,0.5714285714285714,0.48484848484848486
ATL,2025,9,0.5833333333333334,0.47058823529411764,0.5365853658536586
BAL,2022,1,0.47619047619047616,0.47058823529411764,0.47368421052631576
BAL,2022,2,0.68,0.5,0.6097560975609756
BAL,2022,3,0.48,0.6666666666666666,0.5652173913043478
BAL,2022,4,0.5714285714285714,0.5,0.5416666666666666
BAL,2022,5,0.6206896551724138,0.42105263157894735,0.5416666666666666
BAL,2022,6,0.6,0.5,0.5625
BAL,2022,7,0.5,0.5714285714285714,0.5333333333333333
BAL,2022,8,0.5588235294117647,0.6086956521739131,0.5789473684210527
BAL,2022,9,0.6551724137931034,0.5714285714285714,0.62
BAL,2022,11,0.5333333333333333,0.5,0.52
BAL,2022,12,0.5161290322580645,0.5714285714285714,0.5384615384615384
BAL,2022,13,0.4482758620689655,0.6086956521739131,0.5192307692307693
BAL,2022,14,0.64,0.6111111111111112,0.627906976744186
BAL,2022,15,0.5,0.45,0.4782608695652174
BAL,2022,16,0.6363636363636364,0.4,0.5405405405405406
BAL,2022,17,0.42857142857142855,0.5,0.4594594594594595
BAL,2022,18,0.4666666666666667,0.4,0.43636363636363634
BAL,2022,19,0.5,0.6818181818181818,0.5769230769230769
BAL,2023,1,0.4,0.3888888888888889,0.3953488372093023
BAL,2023,2,0.5161290322580645,0.6666666666666666,0.5818181818181818
BAL,2023,3,0.5806451612903226,0.6666666666666666,0.6181818181818182
BAL,2023,4,0.5833333333333334,0.3888888888888889,0.5
BAL,2023,5,0.41379310344827586,0.5454545454545454,0.47058823529411764
BAL,2023,6,0.42857142857142855,0.64,0.5283018867924528
BAL,2023,7,0.5925925925925926,0.6666666666666666,0.6222222222222222
BAL,2023,8,0.48148148148148145,0.6190476190476191,0.5416666666666666
BAL,2023,9,0.6,0.4583333333333333,0.5423728813559322
BAL,2023,10,0.68,0.35294117647058826,0.5476190476190477
BAL,2023,11,0.6428571428571429,0.5,0.5833333333333334
BAL,2023,12,0.6428571428571429,0.6086956521739131,0.6274509803921569
BAL,2023,14,0.4375,0.6538461538461539,0.5344827586206896
BAL,2023,15,0.625,0.625,0.625
BAL,2023,16,0.43333333333333335,0.6,0.5
BAL,2023,17,0.6296296296296297,0.6111111111111112,0.6222222222222222
BAL,2023,18,0.391304347826087,0.47368421052631576,0.42857142857142855
BAL,2023,20,0.5357142857142857,0.64,0.5849056603773585
BAL,2023,21,0.44,0.5555555555555556,0.4883720930232558
BAL,2024,1,0.59375,0.5769230769230769,0.5862068965517241
BAL,2024,2,0.5714285714285714,0.5238095238095238,0.5510204081632653
BAL,2024,3,0.6206896551724138,0.7,0.6530612244897959
BAL,2024,4,0.5185185185185185,0.5,0.5111111111111111
BAL,2024,5,0.5142857142857142,0.72,0.6
BAL,2024,6,0.59375,0.5714285714285714,0.5849056603773585
BAL,2024,7,0.5185185185185185,0.4444444444444444,0.4888888888888889
BAL,2024,8,0.6428571428571429,0.6,0.625
BAL,2024,9,0.5555555555555556,0.631578947368421,0.5869565217391305
BAL,2024,10,0.5384615384615384,0.47368421052631576,0.5111111111111111
BAL,2024,11,0.56,0.47058823529411764,0.5238095238095238
BAL,2024,12,0.6956521739130435,0.4117647058823529,0.575
BAL,2024,13,0.5625,0.45454545454545453,0.5185185185185185
BAL,2024,15,0.5,0.7894736842105263,0.6170212765957447
BAL,2024,16,0.6,0.7,0.64
BAL,2024,17,0.6129032258064516,0.6666666666666666,0.6346153846153846
BAL,2024,18,0.4230769230769231,0.7391304347826086,0.5714285714285714
BAL,2024,19,0.41935483870967744,0.75,0.5636363636363636
BAL,2024,20,0.5714285714285714,0.6470588235294118,0.6
BAL,2025,1,0.6,0.35714285714285715,0.5128205128205128
BAL,2025,2,0.38095238095238093,0.5294117647058824,0.4473684210526316
BAL,2025,3,0.6153846153846154,0.375,0.5238095238095238
BAL,2025,4,0.6666666666666666,0.5333333333333333,0.6153846153846154
BAL,2025,5,0.5263157894736842,0.5384615384615384,0.53125
BAL,2025,6,0.6296296296296297,0.4583333333333333,0.5490196078431373
BAL,2025,8,0.5666666666666667,0.6666666666666666,0.6041666666666666
BAL,2025,9,0.56,0.5625,0.5609756097560976
BUF,2022,1,0.5714285714285714,0.5263157894736842,0.5531914893617021
BUF,2022,2,0.5,0.47368421052631576,0.48936170212765956
BUF,2022,3,0.4722222222222222,0.65625,0.5588235294117647
BUF,2022,4,0.6071428571428571,0.55,0.5833333333333334
BUF,2022,5,0.5769230769230769,0.5,0.5476190476190477
BUF,2022,6,0.6764705882352942,0.7391304347826086,0.7017543859649122
BUF,2022,8,0.5416666666666666,0.6363636363636364,0.5869565217391305
BUF,2022,9,0.5384615384615384,0.47619047619047616,0.5106382978723404
BUF,2022,10,0.6756756756756757,0.5238095238095238,0.6206896551724138
BUF,2022,11,0.6666666666666666,0.55,0.62
BUF,2022,12,0.3235294117647059,0.6785714285714286,0.4838709677419355
BUF,2022,13,0.35714285714285715,0.5769230769230769,0.46296296296296297
BUF,2022,14,0.5652173913043478,0.47058823529411764,0.525
BUF,2022,15,0.5142857142857142,0.6363636363636364,0.5614035087719298
BUF,2022,16,0.5185185185185185,0.5789473684210527,0.5434782608695652
BUF,2022,18,0.43478260869565216,0.7142857142857143,0.5681818181818182
BUF,2022,19,0.4857142857142857,0.2631578947368421,0.4074074074074074
BUF,2022,20,0.38461538461538464,0.6818181818181818,0.5208333333333334
BUF,2023,1,0.42857142857142855,0.5769230769230769,0.5
BUF,2023,2,0.5,0.8,0.6363636363636364
BUF,2023,3,0.34615384615384615,0.5238095238095238,0.425531914893617
BUF,2023,4,0.6538461538461539,0.7647058823529411,0.6976744186046512
BUF,2023,5,0.6153846153846154,0.5333333333333333,0.5853658536585366
BUF,2023,6,0.6071428571428571,0.5263157894736842,0.574468085106383
BUF,2023,7,0.6333333333333333,0.47619047619047616,0.5686274509803921
BUF,2023,8,0.65625,0.7142857142857143,0.6792452830188679
BUF,2023,9,0.7142857142857143,0.5333333333333333,0.6511627906976745
BUF,2023,10,0.5384615384615384,0.7058823529411765,0.6046511627906976
BUF,2023,11,0.4827586206896552,0.6153846153846154,0.5454545454545454
BUF,2023,12,0.5263157894736842,0.36666666666666664,0.45588235294117646
BUF,2023,14,0.5,0.5,0.5
BUF,2023,15,0.6129032258064516,0.8181818181818182,0.6981132075471698
BUF,2023,16,0.6086956521739131,0.5263157894736842,0.5714285714285714
BUF,2023,17,0.6071428571428571,0.5652173913043478,0.5882352941176471
BUF,2023,18,0.5483870967741935,0.7307692307692307,0.631578947368421
BUF,2023,19,0.5,0.5909090909090909,0.5384615384615384
BUF,2023,20,0.5625,0.5862068965517241,0.5737704918032787
BUF,2024,1,0.5925925925925926,0.6842105263157895,0.6304347826086957
BUF,2024,2,0.4117647058823529,0.5333333333333333,0.46875
BUF,2024,3,0.48148148148148145,0.6842105263157895,0.5652173913043478
BUF,2024,4,0.5,0.5714285714285714,0.5348837209302325
BUF,2024,5,0.36,0.3684210526315789,0.36363636363636365
BUF,2024,6,0.5384615384615384,0.6190476190476191,0.574468085106383
BUF,2024,7,0.52,0.5263157894736842,0.5227272727272727
BUF,2024,8,0.59375,0.631578947368421,0.6078431372549019
BUF,2024,9,0.6296296296296297,0.65,0.6382978723404256
BUF,2024,10,0.3448275862068966,0.6956521739130435,0.5
BUF,2024,11,0.3448275862068966,0.5217391304347826,0.4230769230769231
BUF,2024,13,0.5833333333333334,0.5882352941176471,0.5853658536585366
BUF,2024,14,0.5185185185185185,0.6111111111111112,0.5555555555555556
BUF,2024,15,0.65625,0.75,0.6964285714285714
BUF,2024,16,0.5384615384615384,0.65,0.5869565217391305
BUF,2024,17,0.5384615384615384,0.6,0.5652173913043478
BUF,2024,18,0.4583333333333333,0.5454545454545454,0.5
BUF,2024,19,0.5666666666666667,0.6521739130434783,0.6037735849056604
BUF,2024,20,0.56,0.7,0.6222222222222222
BUF,2024,21,0.6153846153846154,0.5,0.5625
BUF,2025,1,0.6060606060606061,0.5769230769230769,0.5932203389830508
BUF,2025,2,0.5517241379310345,0.5217391304347826,0.5384615384615384
BUF,2025,3,0.5185185185185185,0.7368421052631579,0.6086956521739131
BUF,2025,4,0.6923076923076923,0.6666666666666666,0.6818181818181818
BUF,2025,5,0.5333333333333333,0.7272727272727273,0.6153846153846154
BUF,2025,6,0.64,0.5789473684210527,0.6136363636363636
BUF,2025,8,0.5357142857142857,0.55,0.5416666666666666
BUF,2025,9,0.5357142857142857,0.6818181818181818,0.6
CAR,2022,1,0.5652173913043478,0.26666666666666666,0.4473684210526316
CAR,2022,2,0.5,0.5882352941176471,0.5365853658536586
CAR,2022,3,0.5217391304347826,0.4,0.46511627906976744
CAR,2022,4,0.38095238095238093,0.7058823529411765,0.5263157894736842
CAR,2022,5,0.4166666666666667,0.3333333333333333,0.37777777777777777
CAR,2022,6,0.4117647058823529,0.375,0.3939393939393939
CAR,2022,7,0.3333333333333333,0.5294117647058824,0.42105263157894735
CAR,2022,8,0.41935483870967744,0.6296296296296297,0.5172413793103449
CAR,2022,9,0.35,0.631578947368421,0.48717948717948717
CAR,2022,10,0.5384615384615384,0.6086956521739131,0.5714285714285714
CAR,2022,11,0.43478260869565216,0.2777777777777778,0.36585365853658536
CAR,2022,12,0.5555555555555556,0.6086956521739131,0.58
CAR,2022,14,0.45161290322580644,0.64,0.5357142857142857
CAR,2022,15,0.29411764705882354,0.35714285714285715,0.3225806451612903
CAR,2022,16,0.5277777777777778,0.6666666666666666,0.5740740740740741
CAR,2022,17,0.5357142857142857,0.5555555555555556,0.5434782608695652
CAR,2022,18,0.3333333333333333,0.55,0.4318181818181818
CAR,2023,1,0.3548387096774194,0.52,0.42857142857142855
CAR,2023,2,0.5,0.4117647058823529,0.4634146341463415
CAR,2023,3,0.3870967741935484,0.391304347826087,0.3888888888888889
CAR,2023,4,0.4642857142857143,0.43478260869565216,0.45098039215686275
CAR,2023,5,0.5625,0.5909090909090909,0.5740740740740741
CAR,2023,6,0.6896551724137931,0.5238095238095238,0.62
CAR,2023,8,0.4230769230769231,0.5263157894736842,0.4666666666666667
CAR,2023,9,0.5,0.4166666666666667,0.46153846153846156
CAR,2023,10,0.2,0.3684210526315789,0.28205128205128205
CAR,2023,11,0.36363636363636365,0.3888888888888889,0.375
CAR,2023,12,0.48148148148148145,0.3333333333333333,0.4166666666666667
CAR,2023,13,0.5925925925925926,0.5416666666666666,0.5686274509803921
CAR,2023,14,0.5357142857142857,0.375,0.46153846153846156
CAR,2023,15,0.44,0.47368421052631576,0.45454545454545453
CAR,2023,16,0.5172413793103449,0.4444444444444444,0.48936170212765956
CAR,2023,17,0.5882352941176471,0.35294117647058826,0.47058823529411764
CAR,2023,18,0.4,0.375,0.3888888888888889
CAR,2024,1,0.4782608695652174,0.3684210526315789,0.42857142857142855
CAR,2024,2,0.5555555555555556,0.5384615384615384,0.5483870967741935
CAR,2024,3,0.5483870967741935,0.64,0.5892857142857143
CAR,2024,4,0.5333333333333333,0.5909090909090909,0.5576923076923077
CAR,2024,5,0.56,0.3333333333333333,0.46511627906976744
CAR,2024,6,0.4482758620689655,0.42857142857142855,0.44
CAR,2024,7,0.6111111111111112,0.5384615384615384,0.5806451612903226
CAR,2024,8,0.43478260869565216,0.42105263157894735,0.42857142857142855
CAR,2024,9,0.38095238095238093,0.5294117647058824,0.4473684210526316
CAR,2024,10,0.52,0.5555555555555556,0.5348837209302325
CAR,2024,12,0.5769230769230769,0.35294117647058826,0.4883720930232558
CAR,2024,13,0.5666666666666667,0.45454545454545453,0.5192307692307693
CAR,2024,14,0.56,0.45454545454545453,0.5106382978723404
CAR,2024,15,0.45454545454545453,0.375,0.42105263157894735
CAR,2024,16,0.5,0.5,0.5
CAR,2024,17,0.4,0.5,0.4444444444444444
CAR,2024,18,0.6206896551724138,0.6363636363636364,0.6274509803921569
CAR,2025,1,0.5652173913043478,0.35,0.46511627906976744
CAR,2025,2,0.46875,0.4,0.43859649122807015
CAR,2025,3,0.5,0.631578947368421,0.5609756097560976
CAR,2025,4,0.6206896551724138,0.5263157894736842,0.5833333333333334
CAR,2025,5,0.5862068965517241,0.45,0.5306122448979592
CAR,2025,6,0.71875,0.6666666666666666,0.6981132075471698
CAR,2025,7,0.46153846153846156,0.42857142857142855,0.44680851063829785
CAR,2025,8,0.5357142857142857,0.42105263157894735,0.48936170212765956
CAR,2025,9,0.30434782608695654,0.631578947368421,0.4523809523809524
CHI,2022,1,0.23809523809523808,0.2631578947368421,0.25
CHI,2022,2,0.47368421052631576,0.5,0.48484848484848486
CHI,2022,3,0.37037037037037035,0.5,0.425531914893617
CHI,2022,4,0.5185185185185185,0.2222222222222222,0.4
CHI,2022,5,0.5,0.4375,0.4722222222222222
CHI,2022,6,0.41379310344827586,0.5217391304347826,0.46153846153846156
CHI,2022,7,0.7333333333333333,0.2857142857142857,0.5490196078431373
CHI,2022,8,0.5172413793103449,0.4583333333333333,0.49056603773584906
CHI,2022,9,0.35714285714285715,0.5652173913043478,0.45098039215686275
CHI,2022,10,0.6923076923076923,0.55,0.6304347826086957
CHI,2022,11,0.48148148148148145,0.43478260869565216,0.46
CHI,2022,12,0.5,0.4117647058823529,0.46153846153846156
CHI,2022,13,0.4090909090909091,0.625,0.5
CHI,2022,15,0.4583333333333333,0.65,0.5454545454545454
CHI,2022,16,0.5,0.35,0.42857142857142855
CHI,2022,17,0.35,0.4375,0.3888888888888889
CHI,2022,18,0.45,0.5625,0.5
CHI,2023,1,0.4838709677419355,0.625,0.5454545454545454
CHI,2023,2,0.36363636363636365,0.375,0.3684210526315789
CHI,2023,3,0.55,0.29411764705882354,0.43243243243243246
CHI,2023,4,0.5588235294117647,0.5238095238095238,0.5454545454545454
CHI,2023,5,0.36,0.6086956521739131,0.4791666666666667
CHI,2023,6,0.5357142857142857,0.5238095238095238,0.5306122448979592
CHI,2023,7,0.6785714285714286,0.56,0.6226415094339622
CHI,2023,8,0.5416666666666666,0.42105263157894735,0.4883720930232558
CHI,2023,9,0.43333333333333335,0.5238095238095238,0.47058823529411764
CHI,2023,10,0.5666666666666667,0.5652173913043478,0.5660377358490566
CHI,2023,11,0.59375,0.5652173913043478,0.5818181818181818
CHI,2023,12,0.5185185185185185,0.35,0.44680851063829785
CHI,2023,14,0.5,0.4090909090909091,0.4583333333333333
CHI,2023,15,0.19230769230769232,0.4166666666666667,0.3
CHI,2023,16,0.5333333333333333,0.6818181818181818,0.5961538461538461
CHI,2023,17,0.41935483870967744,0.391304347826087,0.4074074074074074
CHI,2023,18,0.6842105263157895,0.4,0.5588235294117647
CHI,2024,1,0.7,0.25,0.5
CHI,2024,2,0.44,0.2727272727272727,0.3617021276595745
CHI,2024,3,0.4411764705882353,0.3333333333333333,0.39655172413793105
CHI,2024,4,0.5217391304347826,0.75,0.627906976744186
CHI,2024,5,0.6,0.6,0.6
CHI,2024,6,0.6785714285714286,0.3684210526315789,0.5531914893617021
CHI,2024,8,0.4166666666666667,0.6086956521739131,0.5106382978723404
CHI,2024,9,0.34615384615384615,0.48,0.4117647058823529
CHI,2024,10,0.4090909090909091,0.5263157894736842,0.4634146341463415
CHI,2024,11,0.4642857142857143,0.5714285714285714,0.5102040816326531
CHI,2024,12,0.5172413793103449,0.4782608695652174,0.5
CHI,2024,13,0.5416666666666666,0.47058823529411764,0.5121951219512195
CHI,2024,14,0.5,0.55,0.5238095238095238
CHI,2024,15,0.48,0.5909090909090909,0.5319148936170213
CHI,2024,16,0.5384615384615384,0.47368421052631576,0.5111111111111111
CHI,2024,17,0.42857142857142855,0.45,0.43902439024390244
CHI,2024,18,0.43478260869565216,0.3888888888888889,0.4146341463414634
CHI,2025,1,0.4642857142857143,0.5,0.48
CHI,2025,2,0.48148148148148145,0.3181818181818182,0.40816326530612246
CHI,2025,3,0.5833333333333334,0.4375,0.525
CHI,2025,4,0.36,0.5,0.4222222222222222
CHI,2025,6,0.6153846153846154,0.6190476190476191,0.6170212765957447
CHI,2025,7,0.5806451612903226,0.47619047619047616,0.5384615384615384
CHI,2025,8,0.5555555555555556,0.42857142857142855,0.5
CHI,2025,9,0.5714285714285714,0.6666666666666666,0.6101694915254238
CIN,2022,1,0.37209302325581395,0.46875,0.41333333333333333
CIN,2022,2,0.5384615384615384,0.45454545454545453,0.5
CIN,2022,3,0.48148148148148145,0.45454545454545453,0.46938775510204084
CIN,2022,4,0.4782608695652174,0.6190476190476191,0.5454545454545454
CIN,2022,5,0.5185185185185185,0.6190476190476191,0.5625
CIN,2022,6,0.72,0.6111111111111112,0.6744186046511628
CIN,2022,7,0.71875,0.7142857142857143,0.7169811320754716
CIN,2022,8,0.45454545454545453,0.5294117647058824,0.48717948717948717
CIN,2022,9,0.6764705882352942,0.7692307692307693,0.7166666666666667
CIN,2022,11,0.4666666666666667,0.625,0.5370370370370371
CIN,2022,12,0.5714285714285714,0.47619047619047616,0.5306122448979592
CIN,2022,13,0.5862068965517241,0.6956521739130435,0.6346153846153846
CIN,2022,14,0.5517241379310345,0.4,0.5
CIN,2022,15,0.5925925925925926,0.47368421052631576,0.5434782608695652
CIN,2022,16,0.5882352941176471,0.5384615384615384,0.5666666666666667
CIN,2022,18,0.3076923076923077,0.45454545454545453,0.375
CIN,2022,19,0.5652173913043478,0.4117647058823529,0.5
CIN,2022,20,0.6666666666666666,0.68,0.6724137931034483
CIN,2022,21,0.46153846153846156,0.5,0.4791666666666667
CIN,2023,1,0.21052631578947367,0.4117647058823529,0.3055555555555556
CIN,2023,2,0.4782608695652174,0.4444444444444444,0.4634146341463415
CIN,2023,3,0.3333333333333333,0.5,0.4074074074074074
CIN,2023,4,0.6363636363636364,0.6666666666666666,0.65
CIN,2023,5,0.4857142857142857,0.7407407407407407,0.5967741935483871
CIN,2023,6,0.6818181818181818,0.5263157894736842,0.6097560975609756
CIN,2023,8,0.6470588235294118,0.65,0.6481481481481481
CIN,2023,9,0.4444444444444444,0.6190476190476191,0.5208333333333334
CIN,2023,10,0.2962962962962963,0.4117647058823529,0.3409090909090909
CIN,2023,11,0.5,0.47368421052631576,0.48936170212765956
CIN,2023,12,0.5294117647058824,0.5384615384615384,0.5333333333333333
CIN,2023,13,0.5428571428571428,0.5238095238095238,0.5357142857142857
CIN,2023,14,0.5384615384615384,0.5263157894736842,0.5333333333333333
CIN,2023,15,0.5666666666666667,0.6521739130434783,0.6037735849056604
CIN,2023,16,0.5925925925925926,0.47368421052631576,0.5434782608695652
CIN,2023,17,0.4074074074074074,0.44,0.4230769230769231
CIN,2023,18,0.5666666666666667,0.42105263157894735,0.5102040816326531
CIN,2024,1,0.631578947368421,0.5294117647058824,0.5833333333333334
CIN,2024,2,0.5769230769230769,0.5,0.5434782608695652
CIN,2024,3,0.625,0.7647058823529411,0.673469387755102
CIN,2024,4,0.5,0.45,0.4791666666666667
CIN,2024,5,0.5333333333333333,0.47619047619047616,0.5098039215686274
CIN,2024,6,0.47619047619047616,0.6111111111111112,0.5384615384615384
CIN,2024,7,0.3181818181818182,0.4666666666666667,0.3783783783783784
CIN,2024,8,0.4166666666666667,0.5263157894736842,0.46511627906976744
CIN,2024,9,0.6774193548387096,0.6363636363636364,0.660377358490566
CIN,2024,10,0.59375,0.43478260869565216,0.5272727272727272
CIN,2024,11,0.4117647058823529,0.5,0.4482758620689655
CIN,2024,13,0.5172413793103449,0.7,0.5918367346938775
CIN,2024,14,0.7,0.5454545454545454,0.6346153846153846
CIN,2024,15,0.4444444444444444,0.6521739130434783,0.54
CIN,2024,16,0.7407407407407407,0.47058823529411764,0.6363636363636364
CIN,2024,17,0.6153846153846154,0.6428571428571429,0.6268656716417911
CIN,2024,18,0.5333333333333333,0.6538461538461539,0.5892857142857143
CIN,2025,1,0.3888888888888889,0.5882352941176471,0.4857142857142857
CIN,2025,2,0.5,0.4,0.46
CIN,2025,3,0.3181818181818182,0.47368421052631576,0.3902439024390244
CIN,2025,4,0.47058823529411764,0.5714285714285714,0.5161290322580645
CIN,2025,5,0.41379310344827586,0.3888888888888889,0.40425531914893614
CIN,2025,6,0.56,0.47368421052631576,0.5227272727272727
CIN,2025,7,0.53125,0.6086956521739131,0.5636363636363636
CIN,2025,8,0.7241379310344828,0.5263157894736842,0.6458333333333334
CIN,2025,9,0.53125,0.6190476190476191,0.5660377358490566
