posteam,season,week,turnovers_forced,turnovers_lost,turnover_margin,recent_margin,rolling_margin,regression_factor
BAL,2024,12,0.0,0,0.0,-1.0,0.125,1.0225
BAL,2024,13,0.0,0,0.0,0.0,0.125,1.0025
BAL,2024,15,1.0,1,0.0,0.0,0.25,1.005
BAL,2024,16,2.0,1,1.0,0.5,0.25,0.995
BAL,2024,17,1.0,0,1.0,1.0,0.25,0.985
BAL,2024,18,2.0,0,2.0,1.5,0.375,0.9775
BAL,2024,19,0.0,0,0.0,1.0,0.25,0.985
BAL,2024,20,0.0,3,-3.0,-1.5,0.125,1.0325
BAL,2025,1,0.0,1,-1.0,-2.0,0.0,1.04
BAL,2025,2,2.0,0,2.0,0.5,0.25,0.995
BAL,2025,3,0.0,1,-1.0,0.5,0.125,0.9925
BAL,2025,4,0.0,2,-2.0,-1.5,-0.25,1.025
BAL,2025,5,0.0,3,-3.0,-2.5,-0.75,1.035
BAL,2025,6,1.0,3,-2.0,-2.5,-1.25,1.025
BAL,2025,8,1.0,0,1.0,-0.5,-1.125,0.9875
BUF,2022,1,3.0,4,-1.0,-1.0,-1.0,1.0
BUF,2022,2,3.0,1,2.0,0.5,2.0,1.0
BUF,2022,3,0.0,1,-1.0,0.5,-1.0,1.0
BUF,2022,4,2.0,2,0.0,-0.5,0.0,1.0
BUF,2022,5,2.0,2,0.0,0.0,0.0,1.0
BUF,2022,6,2.0,1,1.0,0.5,1.0,1.0
BUF,2022,8,1.0,2,-1.0,0.0,-1.0,1.0
BUF,2022,9,1.0,2,-1.0,-1.0,-0.125,1.0175
BUF,2022,10,2.0,4,-2.0,-1.5,-0.25,1.025
BUF,2022,11,1.0,0,1.0,-0.5,-0.375,1.0025
BUF,2022,12,2.0,1,1.0,1.0,-0.125,0.9775
BUF,2022,13,0.0,1,-1.0,0.0,-0.25,0.995
BUF,2022,14,2.0,0,2.0,0.5,0.0,0.99
BUF,2022,15,0.0,1,-1.0,0.5,-0.25,0.985
BUF,2022,16,2.0,3,-1.0,-1.0,-0.25,1.015
BUF,2022,18,4.0,2,2.0,0.5,0.125,0.9925
BUF,2022,19,2.0,3,-1.0,0.5,0.25,0.995
BUF,2022,20,0.0,1,-1.0,-1.0,0.0,1.02
BUF,2023,1,1.0,4,-3.0,-2.0,-0.5,1.03
BUF,2023,2,3.0,0,3.0,0.0,0.0,1.0
BUF,2023,3,5.0,1,4.0,3.5,0.25,0.95
BUF,2023,4,2.0,0,2.0,3.0,0.625,0.9525
BUF,2023,5,2.0,2,0.0,1.0,0.75,0.995
BUF,2023,6,0.0,2,-2.0,-1.0,0.25,1.025
BUF,2023,7,1.0,2,-1.0,-1.5,0.25,1.035
BUF,2023,8,0.0,1,-1.0,-1.0,0.25,1.025
BUF,2023,9,0.0,2,-2.0,-1.5,0.375,1.0375
BUF,2023,10,1.0,4,-3.0,-2.5,-0.375,1.0425
BUF,2023,11,4.0,1,3.0,0.0,-0.5,0.99
BUF,2023,12,2.0,1,1.0,2.0,-0.625,0.95
BUF,2023,14,2.0,1,1.0,1.0,-0.5,0.97
BUF,2023,15,1.0,0,1.0,1.0,-0.125,0.9775
BUF,2023,16,1.0,2,-1.0,0.0,-0.125,0.9975
BUF,2023,17,4.0,1,3.0,1.0,0.375,0.9875
BUF,2023,18,2.0,3,-1.0,1.0,0.5,0.99
BUF,2023,19,2.0,0,2.0,0.5,1.125,1.0125
BUF,2023,20,1.0,0,1.0,1.5,0.875,0.9875
BUF,2024,1,1.0,1,0.0,0.5,0.75,1.005
BUF,2024,2,3.0,0,3.0,1.5,1.0,0.99
BUF,2024,3,2.0,0,2.0,2.5,1.125,0.9725
BUF,2024,4,1.0,1,0.0,1.0,1.25,1.005
BUF,2024,5,2.0,0,2.0,1.0,1.125,1.0025
BUF,2024,6,1.0,0,1.0,1.5,1.375,0.9975
BUF,2024,7,2.0,0,2.0,1.5,1.375,0.9975
BUF,2024,8,1.0,2,-1.0,0.5,1.125,1.0125
BUF,2024,9,1.0,1,0.0,-0.5,1.125,1.0325
BUF,2024,10,4.0,2,2.0,1.0,1.0,1.0
BUF,2024,11,2.0,1,1.0,1.5,0.875,0.9875
BUF,2024,13,3.0,0,3.0,2.0,1.25,0.985
BUF,2024,14,0.0,0,0.0,1.5,1.0,0.99
BUF,2024,15,1.0,0,1.0,0.5,1.0,1.01
BUF,2024,16,3.0,1,2.0,1.5,1.0,0.99
BUF,2024,17,3.0,0,3.0,2.5,1.5,0.98
BUF,2024,18,1.0,0,1.0,2.0,1.625,0.9925
BUF,2024,19,0.0,0,0.0,0.5,1.375,1.0175
BUF,2024,20,3.0,0,3.0,1.5,1.625,1.0025
BUF,2024,21,1.0,0,1.0,2.0,1.375,0.9875
BUF,2025,1,1.0,0,1.0,1.0,1.5,1.01
BUF,2025,2,1.0,0,1.0,1.0,1.5,1.01
BUF,2025,3,1.0,0,1.0,1.0,1.375,1.0075
BUF,2025,4,1.0,1,0.0,0.5,1.0,1.01
BUF,2025,5,1.0,3,-2.0,-1.0,0.625,1.0325
BUF,2025,6,0.0,2,-2.0,-2.0,0.375,1.0475
BUF,2025,8,3.0,0,3.0,0.5,0.375,0.9975
CAR,2022,1,0.0,1,-1.0,-1.0,-1.0,1.0
CAR,2022,2,0.0,2,-2.0,-1.5,-2.0,1.0
CAR,2022,3,3.0,0,3.0,0.5,3.0,1.0
CAR,2022,4,1.0,3,-2.0,0.5,-2.0,1.0
CAR,2022,5,1.0,1,0.0,-1.0,0.0,1.0
CAR,2022,6,1.0,1,0.0,0.0,0.0,1.0
CAR,2022,7,0.0,0,0.0,0.0,0.0,1.0
CAR,2022,8,2.0,1,1.0,0.5,-0.125,0.9875
CAR,2022,9,0.0,3,-3.0,-1.0,-0.375,1.0125
CAR,2022,10,1.0,0,1.0,-1.0,0.0,1.02
CAR,2022,11,1.0,3,-2.0,-0.5,-0.625,0.9975
CAR,2022,12,3.0,0,3.0,0.5,0.0,0.99
CAR,2022,14,2.0,0,2.0,2.5,0.25,0.955
CAR,2022,15,0.0,0,0.0,1.0,0.25,0.985
CAR,2022,16,1.0,0,1.0,0.5,0.375,0.9975
CAR,2022,17,1.0,3,-2.0,-0.5,0.0,1.01
CAR,2022,18,1.0,2,-1.0,-1.5,0.25,1.035
CAR,2023,1,0.0,3,-3.0,-2.0,-0.25,1.035
CAR,2023,2,1.0,1,0.0,-1.5,0.0,1.03
CAR,2023,3,1.0,0,1.0,0.5,-0.25,0.985
CAR,2023,4,2.0,1,1.0,1.0,-0.375,0.9725
CAR,2023,5,0.0,3,-3.0,-1.0,-0.75,1.005
CAR,2023,6,1.0,0,1.0,-1.0,-0.75,1.005
CAR,2023,8,1.0,0,1.0,1.0,-0.375,0.9725
CAR,2023,9,0.0,4,-4.0,-1.5,-0.75,1.015
CAR,2023,10,0.0,0,0.0,-2.0,-0.375,1.0325
CAR,2023,11,0.0,2,-2.0,-1.0,-0.625,1.0075
CAR,2023,12,0.0,1,-1.0,-1.5,-0.875,1.0125
CAR,2023,13,1.0,1,0.0,-0.5,-1.0,0.99
CAR,2023,14,1.0,2,-1.0,-0.5,-0.75,0.995
CAR,2023,15,2.0,0,2.0,0.5,-0.625,0.9775
CAR,2023,16,0.0,0,0.0,1.0,-0.75,0.965
CAR,2023,17,0.0,1,-1.0,-0.5,-0.375,1.0025
CAR,2023,18,0.0,2,-2.0,-1.5,-0.625,1.0175
CAR,2024,1,0.0,4,-4.0,-3.0,-0.875,1.0425
CAR,2024,2,2.0,1,1.0,-1.5,-0.625,1.0175
CAR,2024,3,1.0,0,1.0,1.0,-0.5,0.97
CAR,2024,4,1.0,1,0.0,0.5,-0.375,0.9825
CAR,2024,5,0.0,3,-3.0,-1.5,-1.0,1.01
CAR,2024,6,1.0,2,-1.0,-2.0,-1.125,1.0175
CAR,2024,7,0.0,2,-2.0,-1.5,-1.25,1.005
CAR,2024,8,2.0,2,0.0,-1.0,-1.0,1.0
CAR,2024,9,0.0,1,-1.0,-0.5,-0.625,0.9975
CAR,2024,10,3.0,1,2.0,0.5,-0.5,0.98
CAR,2024,12,0.0,0,0.0,1.0,-0.625,0.9675
CAR,2024,13,2.0,1,1.0,0.5,-0.5,0.98
CAR,2024,14,0.0,1,-1.0,0.0,-0.25,0.995
CAR,2024,15,1.0,4,-3.0,-2.0,-0.5,1.03
CAR,2024,16,2.0,0,2.0,-0.5,0.0,1.01
CAR,2024,17,0.0,0,0.0,1.0,0.0,0.98
CAR,2024,18,1.0,0,1.0,0.5,0.25,0.995
CAR,2025,1,1.0,3,-2.0,-0.5,-0.25,1.005
CAR,2025,2,1.0,2,-1.0,-1.5,-0.375,1.0225
CAR,2025,3,4.0,0,4.0,1.5,0.0,0.97
CAR,2025,4,0.0,0,0.0,2.0,0.125,0.9625
CAR,2025,5,0.0,2,-2.0,-1.0,0.25,1.025
CAR,2025,6,0.0,1,-1.0,-1.5,-0.125,1.0275
CAR,2025,7,2.0,0,2.0,0.5,0.125,0.9925
CAR,2025,8,0.0,3,-3.0,-0.5,-0.375,1.0025
CHI,2022,1,2.0,1,1.0,1.0,1.0,1.0
CHI,2022,2,1.0,1,0.0,0.5,0.0,1.0
CHI,2022,3,2.0,2,0.0,0.0,0.0,1.0
CHI,2022,4,2.0,3,-1.0,-0.5,-1.0,1.0
CHI,2022,5,1.0,1,0.0,-0.5,0.0,1.0
CHI,2022,6,1.0,1,0.0,0.0,0.0,1.0
CHI,2022,7,4.0,1,3.0,1.5,3.0,1.0
CHI,2022,8,1.0,1,0.0,1.5,0.375,0.9775
CHI,2022,9,0.0,0,0.0,0.0,0.25,1.005
CHI,2022,10,0.0,1,-1.0,-0.5,0.125,1.0125
CHI,2022,11,1.0,2,-1.0,-1.0,0.0,1.02
CHI,2022,12,0.0,1,-1.0,-1.0,0.0,1.02
CHI,2022,13,0.0,3,-3.0,-2.0,-0.375,1.0325
CHI,2022,15,3.0,1,2.0,-0.5,-0.125,1.0075
CHI,2022,16,3.0,2,1.0,1.5,-0.375,0.9625
CHI,2022,17,0.0,2,-2.0,-0.5,-0.625,0.9975
CHI,2022,18,2.0,2,0.0,-1.0,-0.625,1.0075
CHI,2023,1,0.0,2,-2.0,-1.0,-0.75,1.005
CHI,2023,2,0.0,2,-2.0,-2.0,-0.875,1.0225
CHI,2023,3,2.0,2,0.0,-1.0,-0.75,1.005
CHI,2023,4,0.0,2,-2.0,-1.0,-0.625,1.0075
CHI,2023,5,2.0,0,2.0,0.0,-0.625,0.9875
CHI,2023,6,1.0,3,-2.0,0.0,-1.0,0.98
CHI,2023,7,3.0,0,3.0,0.5,-0.375,0.9825
CHI,2023,8,1.0,2,-1.0,1.0,-0.5,0.97
CHI,2023,9,0.0,5,-5.0,-3.0,-0.875,1.0425
CHI,2023,10,0.0,0,0.0,-2.5,-0.625,1.0375
CHI,2023,11,4.0,1,3.0,1.5,-0.25,0.965
CHI,2023,12,4.0,2,2.0,2.5,0.25,0.955
CHI,2023,14,3.0,0,3.0,2.5,0.375,0.9575
CHI,2023,15,4.0,2,2.0,2.5,0.875,0.9675
CHI,2023,16,0.0,1,-1.0,0.5,0.375,0.9975
CHI,2023,17,4.0,0,4.0,1.5,1.0,0.99
CHI,2023,18,1.0,0,1.0,2.5,1.75,0.985
CHI,2024,1,3.0,1,2.0,1.5,2.0,1.01
CHI,2024,2,1.0,2,-1.0,0.5,1.5,1.02
CHI,2024,3,2.0,3,-1.0,-1.0,1.125,1.0425
CHI,2024,4,2.0,0,2.0,0.5,1.0,1.01
CHI,2024,5,3.0,0,3.0,2.5,1.125,0.9725
CHI,2024,6,2.0,1,1.0,2.0,1.375,0.9875
CHI,2024,8,0.0,1,-1.0,0.0,0.75,1.015
CHI,2024,9,2.0,0,2.0,0.5,0.875,1.0075
CHI,2024,10,1.0,0,1.0,1.5,0.75,0.985
CHI,2024,11,1.0,0,1.0,1.0,1.0,1.0
CHI,2024,12,2.0,0,2.0,1.5,1.375,0.9975
CHI,2024,13,1.0,0,1.0,1.5,1.25,0.995
CHI,2024,14,1.0,1,0.0,0.5,0.875,1.0075
CHI,2024,15,1.0,1,0.0,0.0,0.75,1.015
CHI,2024,16,0.0,2,-2.0,-1.0,0.625,1.0325
CHI,2024,17,1.0,1,0.0,-1.0,0.375,1.0275
CHI,2024,18,2.0,2,0.0,0.0,0.25,1.005
CHI,2025,1,1.0,1,0.0,0.0,0.125,1.0025
CHI,2025,2,0.0,2,-2.0,-1.0,-0.375,1.0125
CHI,2025,3,4.0,0,4.0,1.0,0.0,0.98
CHI,2025,4,4.0,1,3.0,3.5,0.375,0.95
CHI,2025,6,3.0,0,3.0,3.0,0.75,0.955
CHI,2025,7,4.0,1,3.0,3.0,1.375,0.9675
CHI,2025,8,0.0,1,-1.0,1.0,1.25,1.005
CIN,2022,1,0.0,5,-5.0,-5.0,-5.0,1.0
CIN,2022,2,1.0,0,1.0,-2.0,1.0,1.0
CIN,2022,3,4.0,1,3.0,2.0,3.0,1.0
CIN,2022,4,2.0,0,2.0,2.5,2.0,1.0
CIN,2022,5,1.0,1,0.0,1.0,0.0,1.0
CIN,2022,6,1.0,0,1.0,0.5,1.0,1.0
CIN,2022,7,0.0,0,0.0,0.5,0.0,1.0
CIN,2022,8,2.0,2,0.0,0.0,0.25,1.005
CIN,2022,9,3.0,0,3.0,1.5,1.25,0.995
CIN,2022,11,0.0,2,-2.0,0.5,0.875,1.0075
CIN,2022,12,0.0,0,0.0,-1.0,0.5,1.03
CIN,2022,13,1.0,0,1.0,0.5,0.375,0.9975
CIN,2022,14,1.0,1,0.0,0.5,0.375,0.9975
CIN,2022,15,4.0,1,3.0,1.5,0.625,0.9825
CIN,2022,16,1.0,3,-2.0,0.5,0.375,0.9975
CIN,2022,18,4.0,1,3.0,0.5,0.75,1.005
CIN,2022,19,2.0,1,1.0,2.0,0.5,0.97
CIN,2022,20,1.0,0,1.0,1.0,0.875,0.9975
CIN,2022,21,1.0,2,-1.0,0.0,0.75,1.015
CIN,2023,1,2.0,0,2.0,0.5,0.875,1.0075
CIN,2023,2,0.0,1,-1.0,0.5,0.75,1.005
CIN,2023,3,2.0,1,1.0,0.0,0.5,1.01
CIN,2023,4,1.0,1,0.0,0.5,0.75,1.005
CIN,2023,5,3.0,1,2.0,1.0,0.625,0.9925
CIN,2023,6,2.0,1,1.0,1.5,0.625,0.9825
CIN,2023,8,3.0,1,2.0,1.5,0.75,0.985
CIN,2023,9,2.0,0,2.0,2.0,1.125,0.9825
CIN,2023,10,3.0,2,1.0,1.5,1.0,0.99
CIN,2023,11,0.0,0,0.0,0.5,1.125,1.0125
CIN,2023,12,1.0,1,0.0,0.0,1.0,1.02
CIN,2023,13,0.0,1,-1.0,-0.5,0.875,1.0275
CIN,2023,14,1.0,2,-1.0,-1.0,0.5,1.03
CIN,2023,15,2.0,1,1.0,0.0,0.5,1.01
CIN,2023,16,0.0,3,-3.0,-1.0,-0.125,1.0175
CIN,2023,17,1.0,0,1.0,-1.0,-0.25,1.015
CIN,2023,18,2.0,1,1.0,1.0,-0.25,0.975
CIN,2024,1,1.0,1,0.0,0.5,-0.25,0.985
CIN,2024,2,3.0,1,2.0,1.0,0.0,0.98
CIN,2024,3,0.0,0,0.0,1.0,0.125,0.9825
CIN,2024,4,1.0,1,0.0,0.0,0.25,1.005
CIN,2024,5,1.0,1,0.0,0.0,0.125,1.0025
CIN,2024,6,1.0,1,0.0,0.0,0.5,1.01
CIN,2024,7,2.0,0,2.0,1.0,0.625,0.9925
CIN,2024,8,0.0,2,-2.0,0.0,0.25,1.005
CIN,2024,9,2.0,1,1.0,-0.5,0.375,1.0175
CIN,2024,10,0.0,1,-1.0,0.0,0.0,1.0
CIN,2024,11,1.0,0,1.0,0.0,0.125,1.0025
CIN,2024,13,1.0,3,-2.0,-0.5,-0.125,1.0075
CIN,2024,14,1.0,2,-1.0,-1.5,-0.25,1.025
CIN,2024,15,6.0,3,3.0,1.0,0.125,0.9825
CIN,2024,16,3.0,1,2.0,2.5,0.125,0.9525
CIN,2024,17,1.0,1,0.0,1.0,0.375,0.9875
CIN,2024,18,1.0,2,-1.0,-0.5,0.125,1.0125
CIN,2025,1,2.0,0,2.0,0.5,0.5,1.0
CIN,2025,2,2.0,3,-1.0,0.5,0.25,0.995
CIN,2025,3,0.0,5,-5.0,-3.0,-0.125,1.05
CIN,2025,4,1.0,0,1.0,-2.0,0.125,1.0425
CIN,2025,5,1.0,3,-2.0,-0.5,-0.5,1.0
CIN,2025,6,1.0,0,1.0,-0.5,-0.625,0.9975
CIN,2025,7,2.0,0,2.0,1.5,-0.375,0.9625
CIN,2025,8,0.0,0,0.0,1.0,-0.25,0.975
CLE,2022,1,1.0,0,1.0,1.0,1.0,1.0
CLE,2022,2,1.0,1,0.0,0.5,0.0,1.0
CLE,2022,3,1.0,0,1.0,0.5,1.0,1.0
CLE,2022,4,1.0,2,-1.0,0.0,-1.0,1.0
