season,week,team,off_epa_raw,def_epa_raw,opp_def_strength,opp_off_strength,off_epa_adj,def_epa_adj,off_epa_adj_z,def_epa_adj_z
2024,2,DAL,-0.0741754,0.33751637,-0.0741754,0.33751637,0.0,0.0,0.0,0.0
2024,2,WAS,0.13286126,0.08985504,0.13286126,0.08985504,0.0,0.0,0.0,0.0
2024,2,HOU,-0.061328046,-0.12987168,-0.061328046,-0.12987168,0.0,0.0,0.0,0.0
2024,2,NO,0.33751637,-0.0741754,0.33751637,-0.0741754,0.0,0.0,0.0,0.0
2024,2,CLE,0.04787105,-0.034532093,0.04787105,-0.034532093,0.0,0.0,0.0,0.0
2024,2,LV,0.03014203,-0.03451303,0.03014203,-0.03451303,0.0,0.0,0.0,0.0
2024,2,NYJ,0.08654836,-0.06640233,0.08654836,-0.06640233,0.0,0.0,0.0,0.0
2024,2,DET,-0.08158046,-0.018734433,-0.08158046,-0.018734433,0.0,0.0,0.0,0.0
2024,2,TB,-0.018734433,-0.08158046,-0.018734433,-0.08158046,0.0,0.0,0.0,0.0
2024,2,BAL,-0.03451303,0.03014203,-0.03451303,0.03014203,0.0,0.0,0.0,0.0
2024,2,MIN,-0.05351654,-0.13305674,-0.05351654,-0.13305674,0.0,0.0,0.0,0.0
2024,2,BUF,0.113315105,-0.23552503,0.113315105,-0.23552503,0.0,0.0,0.0,0.0
2024,2,MIA,-0.23552503,0.113315105,-0.23552503,0.113315105,0.0,0.0,0.0,0.0
2024,2,CAR,-0.38327795,0.05492127,-0.38327795,0.05492127,0.0,0.0,0.0,0.0
2024,2,TEN,-0.06640233,0.08654836,-0.06640233,0.08654836,0.0,0.0,0.0,0.0
2024,2,CHI,-0.12987168,-0.061328046,-0.12987168,-0.061328046,0.0,0.0,0.0,0.0
2024,2,NE,0.026519917,0.06128625,0.026519917,0.06128625,0.0,0.0,0.0,0.0
2024,2,LA,-0.14423652,0.32165226,-0.14423652,0.32165226,0.0,0.0,0.0,0.0
2024,2,SF,-0.13305674,-0.05351654,-0.13305674,-0.05351654,0.0,0.0,0.0,0.0
2024,2,NYG,0.08985504,0.13286126,0.08985504,0.13286126,0.0,0.0,0.0,0.0
2024,2,CIN,0.054932106,-0.006213202,0.054932106,-0.006213202,0.0,0.0,0.0,0.0
2024,3,ATL,-0.006316022,0.0857424,-0.006316022,0.0857424,0.0,0.0,0.0,0.0
2024,3,PHI,-0.09783385,-0.15600148,-0.09783385,-0.15600148,0.0,0.0,0.0,0.0
2024,3,IND,-0.123894945,-0.12408947,-0.123894945,-0.12408947,0.0,0.0,0.0,0.0
2024,3,JAX,-0.16261637,0.34594464,-0.16261637,0.34594464,0.0,0.0,0.0,0.0
2024,3,DEN,0.0892731,-0.26794052,0.0892731,-0.26794052,0.0,0.0,0.0,0.0
2024,3,GB,0.062480804,-0.24747324,0.062480804,-0.24747324,0.0,0.0,0.0,0.0
2024,3,LAC,-0.11486253,0.048708316,-0.11486253,0.048708316,0.0,0.0,0.0,0.0
2024,3,ARI,-0.13607809,-0.00733519,-0.13607809,-0.00733519,0.0,0.0,0.0,0.0
2024,3,KC,0.0857424,-0.006316022,0.0857424,-0.006316022,0.0,0.0,0.0,0.0
2024,3,PIT,0.048708316,-0.11486253,0.048708316,-0.11486253,0.0,0.0,0.0,0.0
2024,3,SEA,-0.0712196,-0.3659629,-0.0712196,-0.3659629,0.0,0.0,0.0,0.0
2024,3,DAL,0.06289077,0.1252546,0.06289077,0.1252546,0.0,0.0,0.0,0.0
2024,3,WAS,0.4257875,0.300259,0.4257875,0.300259,0.0,0.0,0.0,0.0
2024,3,HOU,-0.26191682,0.11993149,-0.26191682,0.11993149,0.0,0.0,0.0,0.0
2024,3,NO,-0.15600148,-0.09783385,-0.15600148,-0.09783385,0.0,0.0,0.0,0.0
2024,3,LV,-0.07549658,0.16319771,-0.07549658,0.16319771,0.0,0.0,0.0,0.0
2024,3,CLE,-0.25166124,-0.1451308,-0.25166124,-0.1451308,0.0,0.0,0.0,0.0
2024,3,NYJ,0.120289706,-0.22021373,0.120289706,-0.22021373,0.0,0.0,0.0,0.0
2024,3,DET,-0.00733519,-0.13607809,-0.00733519,-0.13607809,0.0,0.0,0.0,0.0
2024,3,TB,-0.26794052,0.0892731,-0.26794052,0.0892731,0.0,0.0,0.0,0.0
2024,3,BAL,0.1252546,0.06289077,0.1252546,0.06289077,0.0,0.0,0.0,0.0
2024,3,MIN,0.11993149,-0.26191682,0.11993149,-0.26191682,0.0,0.0,0.0,0.0
2024,3,BUF,0.34594464,-0.16261637,0.34594464,-0.16261637,0.0,0.0,0.0,0.0
2024,3,CAR,0.16319771,-0.07549658,0.16319771,-0.07549658,0.0,0.0,0.0,0.0
2024,3,MIA,-0.3659629,-0.0712196,-0.3659629,-0.0712196,0.0,0.0,0.0,0.0
2024,3,TEN,-0.24747324,0.062480804,-0.24747324,0.062480804,0.0,0.0,0.0,0.0
2024,3,CHI,-0.12408947,-0.123894945,-0.12408947,-0.123894945,0.0,0.0,0.0,0.0
2024,3,NE,-0.22021373,0.120289706,-0.22021373,0.120289706,0.0,0.0,0.0,0.0
2024,3,LA,0.15919995,0.136957,0.15919995,0.136957,0.0,0.0,0.0,0.0
2024,3,SF,0.136957,0.15919995,0.136957,0.15919995,0.0,0.0,0.0,0.0
2024,3,NYG,-0.1451308,-0.25166124,-0.1451308,-0.25166124,0.0,0.0,0.0,0.0
2024,3,CIN,0.300259,0.4257875,0.300259,0.4257875,0.0,0.0,0.0,0.0
2024,4,ATL,0.08387842,0.047679193,0.08387842,0.047679193,0.0,0.0,0.0,0.0
2024,4,PHI,-0.034247912,0.18896142,-0.034247912,0.18896142,0.0,0.0,0.0,0.0
2024,4,IND,0.024004146,-0.018514348,0.024004146,-0.018514348,0.0,0.0,0.0,0.0
2024,4,JAX,0.114221,0.09837616,0.114221,0.09837616,0.0,0.0,0.0,0.0
2024,4,DEN,-0.23618089,-0.22045116,-0.23618089,-0.22045116,0.0,0.0,0.0,0.0
2024,4,GB,-0.07335247,0.0005203607,-0.07335247,0.0005203607,0.0,0.0,0.0,0.0
2024,4,LAC,-0.2202599,-0.10412876,-0.2202599,-0.10412876,0.0,0.0,0.0,0.0
2024,4,ARI,-0.060494177,0.37383905,-0.060494177,0.37383905,0.0,0.0,0.0,0.0
2024,4,KC,-0.10412876,-0.2202599,-0.10412876,-0.2202599,0.0,0.0,0.0,0.0
2024,4,PIT,-0.018514348,0.024004146,-0.018514348,0.024004146,0.0,0.0,0.0,0.0
2024,4,SEA,0.08059315,0.33178675,0.08059315,0.33178675,0.0,0.0,0.0,0.0
2024,4,DAL,0.109698124,0.018299814,0.109698124,0.018299814,0.0,0.0,0.0,0.0
2024,4,WAS,0.37383905,-0.060494177,0.37383905,-0.060494177,0.0,0.0,0.0,0.0
2024,4,HOU,0.09837616,0.114221,0.09837616,0.114221,0.0,0.0,0.0,0.0
2024,4,NO,0.047679193,0.08387842,0.047679193,0.08387842,0.0,0.0,0.0,0.0
2024,4,CLE,-0.113695316,-0.074801855,-0.113695316,-0.074801855,0.0,0.0,0.0,0.0
2024,4,LV,-0.074801855,-0.113695316,-0.074801855,-0.113695316,0.0,0.0,0.0,0.0
2024,4,NYJ,-0.22045116,-0.23618089,-0.22045116,-0.23618089,0.0,0.0,0.0,0.0
2024,4,DET,0.33178675,0.08059315,0.33178675,0.08059315,0.0,0.0,0.0,0.0
2024,4,TB,0.18896142,-0.034247912,0.18896142,-0.034247912,0.0,0.0,0.0,0.0
2024,4,BAL,0.20833409,-0.14821869,0.20833409,-0.14821869,0.0,0.0,0.0,0.0
2024,4,MIN,0.0005203607,-0.07335247,0.0005203607,-0.07335247,0.0,0.0,0.0,0.0
2024,4,BUF,-0.14821869,0.20833409,-0.14821869,0.20833409,0.0,0.0,0.0,0.0
2024,4,CAR,0.044006534,0.20065689,0.044006534,0.20065689,0.0,0.0,0.0,0.0
2024,4,MIA,-0.26883063,0.042010933,-0.26883063,0.042010933,0.0,0.0,0.0,0.0
2024,4,TEN,0.042010933,-0.26883063,0.042010933,-0.26883063,0.0,0.0,0.0,0.0
2024,4,CHI,0.05707709,0.043266173,0.05707709,0.043266173,0.0,0.0,0.0,0.0
2024,4,NE,-0.26197314,-0.021370742,-0.26197314,-0.021370742,0.0,0.0,0.0,0.0
2024,4,LA,0.043266173,0.05707709,0.043266173,0.05707709,0.0,0.0,0.0,0.0
2024,4,SF,-0.021370742,-0.26197314,-0.021370742,-0.26197314,0.0,0.0,0.0,0.0
2024,4,NYG,0.018299814,0.109698124,0.018299814,0.109698124,0.0,0.0,0.0,0.0
2024,4,CIN,0.20065689,0.044006534,0.20065689,0.044006534,0.0,0.0,0.0,0.0
2024,5,ATL,0.14053513,0.2019565,0.14053513,0.2019565,0.0,0.0,0.0,0.0
2024,5,IND,0.17341667,0.23499712,0.17341667,0.23499712,0.0,0.0,0.0,0.0
2024,5,JAX,0.23499712,0.17341667,0.23499712,0.17341667,0.0,0.0,0.0,0.0
2024,5,GB,0.0066156993,-0.07418863,0.0066156993,-0.07418863,0.0,0.0,0.0,0.0
2024,5,DEN,0.031868476,-0.1735046,0.031868476,-0.1735046,0.0,0.0,0.0,0.0
2024,5,ARI,0.018347412,-0.045663983,0.018347412,-0.045663983,0.0,0.0,0.0,0.0
2024,5,KC,0.09427938,-0.08638828,0.09427938,-0.08638828,0.0,0.0,0.0,0.0
2024,5,PIT,0.031368833,0.096902296,0.031368833,0.096902296,0.0,0.0,0.0,0.0
2024,5,SEA,-0.17098054,-0.0077879135,-0.17098054,-0.0077879135,0.0,0.0,0.0,0.0
2024,5,DAL,0.096902296,0.031368833,0.096902296,0.031368833,0.0,0.0,0.0,0.0
2024,5,WAS,0.04814513,-0.19043747,0.04814513,-0.19043747,0.0,0.0,0.0,0.0
2024,5,HOU,-0.027004804,-0.025359148,-0.027004804,-0.025359148,0.0,0.0,0.0,0.0
2024,5,NO,-0.08638828,0.09427938,-0.08638828,0.09427938,0.0,0.0,0.0,0.0
2024,5,CLE,-0.19043747,0.04814513,-0.19043747,0.04814513,0.0,0.0,0.0,0.0
2024,5,LV,-0.1735046,0.031868476,-0.1735046,0.031868476,0.0,0.0,0.0,0.0
2024,5,NYJ,-0.1619018,-0.07085739,-0.1619018,-0.07085739,0.0,0.0,0.0,0.0
2024,5,TB,0.2019565,0.14053513,0.2019565,0.14053513,0.0,0.0,0.0,0.0
2024,5,BAL,0.2515399,0.19131887,0.2515399,0.19131887,0.0,0.0,0.0,0.0
2024,5,MIN,-0.07085739,-0.1619018,-0.07085739,-0.1619018,0.0,0.0,0.0,0.0
2024,5,BUF,-0.025359148,-0.027004804,-0.025359148,-0.027004804,0.0,0.0,0.0,0.0
2024,5,CAR,-0.19473451,0.13799147,-0.19473451,0.13799147,0.0,0.0,0.0,0.0
2024,5,MIA,-0.046424553,-0.1645126,-0.046424553,-0.1645126,0.0,0.0,0.0,0.0
2024,5,CHI,0.13799147,-0.19473451,0.13799147,-0.19473451,0.0,0.0,0.0,0.0
2024,5,NE,-0.1645126,-0.046424553,-0.1645126,-0.046424553,0.0,0.0,0.0,0.0
2024,5,LA,-0.07418863,0.0066156993,-0.07418863,0.0066156993,0.0,0.0,0.0,0.0
2024,5,SF,-0.045663983,0.018347412,-0.045663983,0.018347412,0.0,0.0,0.0,0.0
2024,5,NYG,-0.0077879135,-0.17098054,-0.0077879135,-0.17098054,0.0,0.0,0.0,0.0
2024,5,CIN,0.19131887,0.2515399,0.19131887,0.2515399,0.0,0.0,0.0,0.0
2024,6,ATL,0.20143549,-0.087980755,0.20143549,-0.087980755,0.0,0.0,0.0,0.0
2024,6,PHI,-0.012195147,-0.06940612,-0.012195147,-0.06940612,0.0,0.0,0.0,0.0
2024,6,IND,0.0236002,-0.029564155,0.0236002,-0.029564155,0.0,0.0,0.0,0.0
2024,6,JAX,0.012299515,0.27041537,0.012299515,0.27041537,0.0,0.0,0.0,0.0
2024,6,GB,0.15743706,-0.13058238,0.15743706,-0.13058238,0.0,0.0,0.0,0.0
2024,6,DEN,-0.048362747,0.08736613,-0.048362747,0.08736613,0.0,0.0,0.0,0.0
2024,6,LAC,0.08736613,-0.048362747,0.08736613,-0.048362747,0.0,0.0,0.0,0.0
2024,6,ARI,-0.13058238,0.15743706,-0.13058238,0.15743706,0.0,0.0,0.0,0.0
2024,6,PIT,0.08391828,-0.26948372,0.08391828,-0.26948372,0.0,0.0,0.0,0.0
2024,6,SEA,0.02909328,0.2575401,0.02909328,0.2575401,0.0,0.0,0.0,0.0
2024,6,DAL,-0.27449358,0.3009705,-0.27449358,0.3009705,0.0,0.0,0.0,0.0
2024,6,WAS,0.14368942,0.18508263,0.14368942,0.18508263,0.0,0.0,0.0,0.0
2024,6,HOU,0.114393674,-0.22134337,0.114393674,-0.22134337,0.0,0.0,0.0,0.0
2024,6,NO,-0.25432158,0.07178394,-0.25432158,0.07178394,0.0,0.0,0.0,0.0
2024,6,CLE,-0.06940612,-0.012195147,-0.06940612,-0.012195147,0.0,0.0,0.0,0.0
2024,6,LV,-0.26948372,0.08391828,-0.26948372,0.08391828,0.0,0.0,0.0,0.0
2024,6,NYJ,0.07415042,0.12788333,0.07415042,0.12788333,0.0,0.0,0.0,0.0
2024,6,DET,0.3009705,-0.27449358,0.3009705,-0.27449358,0.0,0.0,0.0,0.0
2024,6,TB,0.07178394,-0.25432158,0.07178394,-0.25432158,0.0,0.0,0.0,0.0
2024,6,BAL,0.18508263,0.14368942,0.18508263,0.14368942,0.0,0.0,0.0,0.0
2024,6,BUF,0.12788333,0.07415042,0.12788333,0.07415042,0.0,0.0,0.0,0.0
2024,6,CAR,-0.087980755,0.20143549,-0.087980755,0.20143549,0.0,0.0,0.0,0.0
2024,6,TEN,-0.029564155,0.0236002,-0.029564155,0.0236002,0.0,0.0,0.0,0.0
2024,6,CHI,0.27041537,0.012299515,0.27041537,0.012299515,0.0,0.0,0.0,0.0
2024,6,NE,-0.22134337,0.114393674,-0.22134337,0.114393674,0.0,0.0,0.0,0.0
2024,6,SF,0.2575401,0.02909328,0.2575401,0.02909328,0.0,0.0,0.0,0.0
2024,6,NYG,-0.13232732,0.017456342,-0.13232732,0.017456342,0.0,0.0,0.0,0.0
2024,6,CIN,0.017456342,-0.13232732,0.017456342,-0.13232732,0.0,0.0,0.0,0.0
2024,7,PHI,0.13198489,-0.2560318,0.13198489,-0.2560318,0.0,0.0,0.0,0.0
2024,7,ATL,-0.1402934,0.17064399,-0.1402934,0.17064399,0.0,0.0,0.0,0.0
2024,7,IND,-0.15616287,-0.22595343,-0.15616287,-0.22595343,0.0,0.0,0.0,0.0
2024,7,JAX,0.22917356,-0.019611305,0.22917356,-0.019611305,0.0,0.0,0.0,0.0
2024,7,DEN,0.06524465,-0.28933975,0.06524465,-0.28933975,0.0,0.0,0.0,0.0
2024,7,GB,0.030290963,0.040083602,0.030290963,0.040083602,0.0,0.0,0.0,0.0
2024,7,LAC,0.10609163,0.08256831,0.10609163,0.08256831,0.0,0.0,0.0,0.0
2024,7,ARI,0.08256831,0.10609163,0.08256831,0.10609163,0.0,0.0,0.0,0.0
2024,7,KC,0.05300817,-0.112362,0.05300817,-0.112362,0.0,0.0,0.0,0.0
2024,7,PIT,0.17631294,-0.11997879,0.17631294,-0.11997879,0.0,0.0,0.0,0.0
2024,7,SEA,0.17064399,-0.1402934,0.17064399,-0.1402934,0.0,0.0,0.0,0.0
2024,7,WAS,0.2204598,-0.3094319,0.2204598,-0.3094319,0.0,0.0,0.0,0.0
2024,7,HOU,0.040083602,0.030290963,0.040083602,0.030290963,0.0,0.0,0.0,0.0
2024,7,NO,-0.28933975,0.06524465,-0.28933975,0.06524465,0.0,0.0,0.0,0.0
2024,7,CLE,-0.18734024,-0.10292533,-0.18734024,-0.10292533,0.0,0.0,0.0,0.0
2024,7,LV,-0.25937077,-0.3250475,-0.25937077,-0.3250475,0.0,0.0,0.0,0.0
2024,7,NYJ,-0.11997879,0.17631294,-0.11997879,0.17631294,0.0,0.0,0.0,0.0
2024,7,DET,0.042771213,0.007993269,0.042771213,0.007993269,0.0,0.0,0.0,0.0
2024,7,TB,0.08850749,0.2933061,0.08850749,0.2933061,0.0,0.0,0.0,0.0
2024,7,BAL,0.2933061,0.08850749,0.2933061,0.08850749,0.0,0.0,0.0,0.0
2024,7,MIN,0.007993269,0.042771213,0.007993269,0.042771213,0.0,0.0,0.0,0.0
2024,7,BUF,0.16806959,-0.14936897,0.16806959,-0.14936897,0.0,0.0,0.0,0.0
2024,7,CAR,-0.3094319,0.2204598,-0.3094319,0.2204598,0.0,0.0,0.0,0.0
2024,7,MIA,-0.22595343,-0.15616287,-0.22595343,-0.15616287,0.0,0.0,0.0,0.0
2024,7,TEN,-0.14936897,0.16806959,-0.14936897,0.16806959,0.0,0.0,0.0,0.0
2024,7,NE,-0.019611305,0.22917356,-0.019611305,0.22917356,0.0,0.0,0.0,0.0
2024,7,LA,-0.3250475,-0.25937077,-0.3250475,-0.25937077,0.0,0.0,0.0,0.0
2024,7,SF,-0.112362,0.05300817,-0.112362,0.05300817,0.0,0.0,0.0,0.0
2024,7,NYG,-0.2560318,0.13198489,-0.2560318,0.13198489,0.0,0.0,0.0,0.0
2024,7,CIN,-0.10292533,-0.18734024,-0.10292533,-0.18734024,0.0,0.0,0.0,0.0
2024,8,ATL,0.1586746,0.040661905,0.1586746,0.040661905,0.0,0.0,0.0,0.0
2024,8,PHI,0.31127897,-0.016857699,0.31127897,-0.016857699,0.0,0.0,0.0,0.0
2024,8,IND,-0.0334198,-0.018053234,-0.0334198,-0.018053234,0.0,0.0,0.0,0.0
2024,8,JAX,0.062283263,0.1314518,0.062283263,0.1314518,0.0,0.0,0.0,0.0
2024,8,DEN,0.059443574,-0.122629836,0.059443574,-0.122629836,0.0,0.0,0.0,0.0
2024,8,GB,0.1314518,0.062283263,0.1314518,0.062283263,0.0,0.0,0.0,0.0
2024,8,LAC,0.04093774,-0.20546657,0.04093774,-0.20546657,0.0,0.0,0.0,0.0
2024,8,ARI,0.2223915,0.19907689,0.2223915,0.19907689,0.0,0.0,0.0,0.0
2024,8,KC,0.07221054,-0.04195775,0.07221054,-0.04195775,0.0,0.0,0.0,0.0
2024,8,PIT,0.051276118,-0.02747439,0.051276118,-0.02747439,0.0,0.0,0.0,0.0
2024,8,SEA,-0.09908514,0.18849629,-0.09908514,0.18849629,0.0,0.0,0.0,0.0
2024,8,DAL,0.025084632,0.107843414,0.025084632,0.107843414,0.0,0.0,0.0,0.0
2024,8,WAS,-0.005668855,-0.080615394,-0.005668855,-0.080615394,0.0,0.0,0.0,0.0
2024,8,HOU,-0.018053234,-0.0334198,-0.018053234,-0.0334198,0.0,0.0,0.0,0.0
2024,8,NO,-0.20546657,0.04093774,-0.20546657,0.04093774,0.0,0.0,0.0,0.0
2024,8,CLE,0.11854454,0.053695306,0.11854454,0.053695306,0.0,0.0,0.0,0.0
2024,8,LV,-0.04195775,0.07221054,-0.04195775,0.07221054,0.0,0.0,0.0,0.0
2024,8,NYJ,0.018396877,0.01426354,0.018396877,0.01426354,0.0,0.0,0.0,0.0
2024,8,DET,0.18217851,-0.32301402,0.18217851,-0.32301402,0.0,0.0,0.0,0.0
2024,8,TB,0.040661905,0.1586746,0.040661905,0.1586746,0.0,0.0,0.0,0.0
2024,8,BAL,0.053695306,0.11854454,0.053695306,0.11854454,0.0,0.0,0.0,0.0
2024,8,MIN,0.093526535,0.14800169,0.093526535,0.14800169,0.0,0.0,0.0,0.0
2024,8,BUF,0.18849629,-0.09908514,0.18849629,-0.09908514,0.0,0.0,0.0,0.0
2024,8,MIA,0.19907689,0.2223915,0.19907689,0.2223915,0.0,0.0,0.0,0.0
2024,8,CAR,-0.122629836,0.059443574,-0.122629836,0.059443574,0.0,0.0,0.0,0.0
2024,8,TEN,-0.32301402,0.18217851,-0.32301402,0.18217851,0.0,0.0,0.0,0.0
2024,8,CHI,-0.080615394,-0.005668855,-0.080615394,-0.005668855,0.0,0.0,0.0,0.0
2024,8,NE,0.01426354,0.018396877,0.01426354,0.018396877,0.0,0.0,0.0,0.0
2024,8,LA,0.14800169,0.093526535,0.14800169,0.093526535,0.0,0.0,0.0,0.0
2024,8,SF,0.107843414,0.025084632,0.107843414,0.025084632,0.0,0.0,0.0,0.0
2024,8,NYG,-0.02747439,0.051276118,-0.02747439,0.051276118,0.0,0.0,0.0,0.0
2024,8,CIN,-0.016857699,0.31127897,-0.016857699,0.31127897,0.0,0.0,0.0,0.0
